listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available,listing_type
ir4dKywXw9NzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Attapur-in-Hyderabad&id=4d423639333936313737,2026-04-18 14:59:37,17.3679283037609,78.4317103301914,,Attapur,Attapur,"19210|NM Guda Bus Stop, 19202|Edify World School, 19202|Solitaire Global School, 19203|Emory Multi-Speciality Hospital, 19206|Mpm Avenue Mall, 19206|Eshwar Theatre",,3,Apartment,Semi-Furnished,4,5.0,East,1400.0,Sq-ft,10 to 15 years,"You can explore this 3 BHK flat on rent in Attapur Hyderabad. This 3 BHK flat can be availed at the rental price of ₹22,000. The apartment is on the 4 floor, has a carpet area of 1400 sqft with 3 bathrooms and 1 balcony. The property encompasses 5 floor and provides Guest Accommodation amenities. The apartment comes furnished with reserved parking, security. The full address of the apartment is 4th Block - C Wing, Jana Priya Utopia, Upparpally, Hyderabad, Telangana. You can find the 3 BHK flat without any brokerage.",22000.0,44000.0,2000.0,16.0,3,,No,No,No,,False,False,Owner,74,Immediately,2026-03-08T21:33:31.000Z,"Mar 09, '26",True,rent
dKLslmn2MJBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Rent-Sainikpuri-in-Hyderabad&id=4d423633363939383733,2026-04-18 14:59:37,17.505786120891,78.5651573606745,,Sainikpuri,201 Raghuram Residency,"19210|Sainikpuri Bus Stop, 19210|Vampuguda Bus Stop, 19201|Ding Dong Super Market, 19201|Sree Sai Supermarket, 19202|St. Theresa School, 19202|Foster Billabong High International School, 19203|Meda Hospital, 19203|Nandini Hospital, 19206|Secunderabad Centre Mall",,3,Apartment,Semi-Furnished,1,4.0,,,,5 to 10 years,"Check out this newly constructed 3 BHK flat on rent in the prime location of Sainikpuri Hyderabad. The flat is available for rent at a competitive amount of ₹13,000. The flat is located on the 1 floor which includes 3 bathrooms, 2 balcony, and covers a carpet area of 1260 sqft. Visit the flat at 201 Raghuram Residency, Sainikpuri, Hyderabad - Secunderabad City, Andhra Pradesh. This 3 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",13000.0,26000.0,1500.0,,3,,No,No,No,,False,False,Owner,36,Immediately,2026-02-04T13:45:17.000Z,"Feb 04, '26",True,rent
5llKLs7fMCpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1563-Sq-ft-Multistorey-Apartment-FOR-Rent-Adibatla-in-Hyderabad&id=4d423833333139363735,2026-04-18 14:59:37,17.2343752,78.543781,,Adibatla,"AIRA ENCLAVE, OPP TGMDC SAND BAZAR","19201|Rrr Super Market (Aruna Enterprises), 19201|Charan Sai Super Market, 19202|Narayana Co Olympiad School, 19202|Narayana Junior College",,3,Apartment,Semi-Furnished,3,5.0,,1563.0,Sq-ft,New Construction,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. A beautiful 3 BHK flat is available for rent in Adibatla. The apartment is available at an affordable rental price of ₹25,000. If you rent the flat, you will have access to facilities like 3 Wardrobe, 3 Bed and 1 TV. The apartment is on the 3 floor, has a covered area of 1563 sqft with 3 bathrooms and 2 balcony. The apartment is located at AIRA ENCLAVE, OPP TGMDC SAND BAZAR, Adibatla, Hyderabad - Rangareddy District, Andhra Pradesh. This 3 BHK rental flat comes with no brokerage fees.",25000.0,50000.0,1500.0,16.0,3,,No,No,No,,False,False,Owner,43,Immediately,2026-02-08T17:14:08.000Z,"Feb 08, '26",True,rent
GJFSmUVglApzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Rent-AG-Colony-in-Hyderabad&id=4d423833353033323233,2026-04-18 14:59:37,17.3614264448725,78.4170900173624,,AG Colony,plot 169 street no 13 nalanda nagar attapur hyderabad,,,3,Apartment,Semi-Furnished,1,3.0,East,,,5 to 10 years,"Find 3 BHK flat for rent in AG Colony Hyderabad. Available at a rental price of ₹22,000, this 3 BHK flat is worth considering. The apartment is on the 1 floor, has a carpet area of 1700 sqft with 2 bathrooms and 3 balcony. Visit the apartment at plot 169 street no 13 nalanda nagar attapur hyderabad, AG Colony, Hyderabad - South, Andhra Pradesh. This 3 BHK flat is directly posted by the owner, so you don't need to pay any brokerage on this property.",22000.0,44000.0,2000.0,,2,,No,No,No,,False,False,Owner,43,Immediately,2026-02-21T10:32:11.000Z,"Feb 21, '26",True,rent
pS4li8RzWnZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Bagh-Lingampally-in-Hyderabad&id=4d423832343237323235,2026-04-18 14:59:37,17.3986872664928,78.4984852977702,,Bagh Lingampally,"Hyderabad, Andhra Pradesh",19203|Gg Charity Hospital,,3,Apartment,Furnished,3,3.0,,1200.0,Sq-ft,,"Grab the chance to own this affordable 3 BHK flat for rent in the Bagh Lingampally area. The multistorey apartment is available at rent of ₹20,000. The flat can be visited at Bagh Lingampally, Hyderabad - Central, Andhra Pradesh. Do not pay any brokerage fee for this 3 BHK rental flat since the property ad is posted by the flat owner.",20000.0,,,17.0,2,,No,No,No,,False,False,Owner,0,Immediately,2026-03-23T16:56:56.000Z,"Mar 23, '26",True,rent
E80LWeYuJIpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Nawab-Saheb-Kunta-in-Hyderabad&id=4d423637373032303735,2026-04-18 14:59:37,17.3304516338685,78.4520268572285,,Nawab Saheb Kunta,"The Edge Apartment,Shastripuram Colony, Hyderabad.","19202|The Global, 19202|Amina, 19203|Grace",,3,Builder Floor Apartment,Unfurnished,1,5.0,,1350.0,Sq-ft,,"If you are searching a 3 BHK apartment for rent in Nawab Saheb Kunta, check out this amazing rental flat. The rent of the 3 BHK flat is ₹15,000. Located on the 1 floor, the flat comprises 2 bathrooms, 2 balcony, and has a covered area of 1350 sqft. The apartment comes furnished with power back up, reserved parking, security, visitor parking. The apartment is located at The Edge Apartment,Shastripuram Colony, Hyderabad., Nawab Saheb Kunta, Hyderabad - Central, Andhra Pradesh. This is a no-brokerage flat, as the owner is offering this 3 BHK flat on rent.",15000.0,,,11.0,2,,Yes,No,No,Visitor Parking,False,False,Owner,56,Immediately,2026-02-26T14:04:21.000Z,"Feb 26, '26",True,rent
aYp47A9d7pVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-900-Sq-ft-Builder-Floor-Apartment-FOR-Rent-New-Malakpet-in-Hyderabad&id=4d423833363733373735,2026-04-18 14:59:37,17.3670994,78.510158,,New Malakpet,malakpet palton 2lane 16-2-576,"19210|New Market Metro Station, 19202|Nawab Shah Alam Khan College of Engineering Technology, 19202|Medak College of Engineering Technology, 19203|Hyderabad Multispeciality Hospital, 19206|The Peoples Mart",,3,Builder Floor Apartment,Unfurnished,2,3.0,,900.0,Sq-ft,Less than 5 years,"A beautiful 3 BHK flat is available for rent in New Malakpet. You can get this flat at monthly rent of ₹14,000. Find this apartment at malakpet palton 2lane 16-2-576, New Malakpet, Hyderabad - Central, Andhra Pradesh. The owner has posted this 3 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",14000.0,30000.0,14000.0,16.0,2,,No,No,No,,False,False,Owner,38,Immediately,2026-03-06T18:57:26.000Z,"Mar 07, '26",True,rent
O81xJV/Q+PBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1423-Sq-ft-Multistorey-Apartment-FOR-Rent-Adibatla-in-Hyderabad&id=4d423833363838343237,2026-04-18 14:59:37,17.2343752,78.543781,,Adibatla,"Hyderabad, Andhra Pradesh","19201|Rrr Super Market (Aruna Enterprises), 19201|Charan Sai Super Market, 19202|Narayana Co Olympiad School, 19202|Narayana Junior College",,3,Apartment,Furnished,4,5.0,,1423.0,Sq-ft,,"Multistorey apartment is available for rent. It is a good location property. Please contact for more details. You can avail the 3 BHK flat for rent in the well-known location of Adibatla. The rent of the 3 BHK flat is ₹22,000. You can visit the flat at Survey No.: 74, Plot No. Of Site: Adibatla Municipality, Ranga Reddy District, Telangana. The owner has posted this 3 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",22000.0,,,15.0,3,,No,No,No,,False,False,Owner,33,Immediately,2026-03-08T00:45:37.000Z,"Mar 08, '26",True,rent
33/V5S4nVDdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/3-BHK-1530-Sq-ft-Multistorey-Apartment-FOR-Rent-Kapra-in-Hyderabad&id=4d423634393233333739,2026-04-18 14:59:37,17.4895887084433,78.5826508140709,,Kapra,"Hyderabad, Andhra Pradesh","19201|Nani?S Tech Park, 19202|Galaxy International School, 19202|Sai Siddharta High School, 19206|Chennai Shopping Mall, 19206|Secunderabad Center Mall",,3,Apartment,Semi-Furnished,2,6.0,,1530.0,Sq-ft,,"A beautiful 3 BHK flat is available for rent in Kapra. The flat is available for rent at a competitive amount of ₹20,000. Visit the flat at Kapra, Hyderabad - Secunderabad City, Andhra Pradesh. You can find the 3 BHK flat without any brokerage.",20000.0,,,13.0,2,,No,No,No,,False,False,Owner,0,Immediately,2026-03-22T17:07:05.000Z,"Mar 22, '26",True,rent
YF/q6tV2/WxzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Aditya-Nagar-Adibatla-in-Hyderabad&id=4d423731393039323831,2026-04-18 14:59:37,17.23195876,78.54836817,,Aditya Nagar Adibatla,"Hyderabad, Andhra Pradesh",,501510.0,2,Apartment,Furnished,1,5.0,,1200.0,Sq-ft,New Construction,"2 BHK, Multistorey Apartment is available for Rent in Aditya Nagar Adibatla, Hyderabad for 25,000",25000.0,50000.0,2500.0,21.0,2,,No,No,No,,False,False,Owner,36,Immediately,2026-03-08T16:07:19.000Z,"Mar 08, '26",True,rent
tON7AmizOzVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Gandi-Maisamma-in-Hyderabad&id=4d423533343235383335,2026-04-18 14:59:37,17.5783789,78.4230165,,Gandi Maisamma,"Sravanthi Residency, Niranjan Colony, Gandi Maisamma, Bahdurpally","19210|Gandimaisamma X Road, 19210|Marri Laxman Reddy Institute of Technology and Management Bus Stop, 19201|Mala Collections, 19201|DUGYALA'S SHOPPING CENTRE, 19202|Teja Vidyalayam, 19202|Sri Sloka School, 19206|Shopping Mart",,2,Apartment,Unfurnished,3,3.0,North,900.0,Sq-ft,Less than 5 years,Lift available. Reserved Cover Parking for Rs. 500. Maid available for domestic help.,13000.0,13000.0,1000.0,14.0,2,1 Covered,No,No,No,,False,True,Owner,90,Immediately,2026-02-13T07:58:51.000Z,"Feb 13, '26",True,rent
hj71dFHlLo1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Dilsukhnagar-in-Hyderabad&id=4d423638383231333237,2026-04-18 14:59:37,17.3720231305653,78.5271506694749,,Dilsukhnagar,dwarakapuram,"19210|Dilsukhnagar Metro Station, 19210|Chaitanyapuri Metro Station, 19201|Sanjay Super Market, 19202|Rosy International School, 19202|Vasundara Junior College For Girls & Vasundara Women's Degree college, 19203|Shashi Hospital, 19203|ARC Orthopaedic Hospital, 19206|Om Sai Super Bazaar, 19206|KLM Shopping Mall",,2,Apartment,Semi-Furnished,1,1.0,,1500.0,Sq-ft,Above 20 years,"2 BHK, Multistorey Apartment is available for Rent in Dilsukhnagar, Hyderabad for 10,000",10000.0,10000.0,1000.0,7.0,1,,No,No,No,,False,False,Owner,40,Immediately,2026-03-10T16:34:57.000Z,"Mar 10, '26",True,rent
vbr2ygf0z9BzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Jeedimetla-in-Hyderabad&id=4d423833363233393137,2026-04-18 14:59:37,17.5197995,78.4580485,,Jeedimetla,"Hyderabad, Andhra Pradesh","19210|Sanathnagar Railway Station And Fatehnagar Railway Station, 19210|Suchitra X Road, 19201|Puli KR Square, 19201|MPR Traders, 19202|T V R Model High School, 19202|Loyola Academy, 19203|Malla Reddy Narayana Multispeciality Hospital, 19203|Sri Swarupa Nursing Home, 19206|Vijetha Super Market, 19206|Hmt Shopping Center",,2,Apartment,Semi-Furnished,2,5.0,,1000.0,Sq-ft,,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,19000.0,,,19.0,2,,No,No,No,,False,False,Owner,33,Immediately,2026-03-12T10:33:01.000Z,"Mar 12, '26",True,rent
aETAabA52SNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Rent-Medipally-in-Hyderabad&id=4d423638373836323435,2026-04-18 14:59:37,17.4068697055425,78.6001011781133,,Medipally,Flat no 201 2nd floor Residency apartment stand alone building Jagannath Subbaraya Heights medipally Hyderabad,"19202|Sage International School, 19202|Adarsh Model School, 19203|Apex Super Speciality Hospital",,2,Apartment,Unfurnished,2,5.0,East,1040.0,Sq-ft,New Construction,residential apartment is available for rent. It covered area of 1000 sqft it is a good location property. Please contact for more details.,10000.0,0.0,1500.0,10.0,2,"1 Covered, 1 Open",No,No,No,,False,False,Owner,94,Immediately,2026-02-17T22:30:39.000Z,"Feb 18, '26",True,rent
+Ix9smzMhL1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-Allwyn-Colony-in-Hyderabad&id=4d423833343739343035,2026-04-18 14:59:37,17.5049190146805,78.4142519212791,,Allwyn Colony,"Hyderabad, Andhra Pradesh","19201|Cyber Pearl, 19202|Jeevan Jyothi Public School, 19203|Germanten Hospital",,2,Apartment,Semi-Furnished,2,5.0,West,1100.0,Sq-ft,5 to 10 years,"2 BHK, Multistorey Apartment is available for Rent in Allwyn Colony, Hyderabad for 23,000",23000.0,46000.0,2000.0,21.0,2,,Yes,No,Yes,Internet/Wi-Fi Connectivity,False,False,Owner,72,Immediately,2026-03-02T13:41:10.000Z,"Mar 02, '26",True,rent
7AuUQGoL60lzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1040-Sq-ft-Multistorey-Apartment-FOR-Rent-Suchitra-in-Hyderabad&id=4d423833383932363239,2026-04-18 14:59:37,17.502305,78.471518,,nishanth,Rainbow moboles.,"19202|Suchitra Academy School, 19203|Swaroop Hospital",,2,Apartment,Semi-Furnished,3,4.0,,1040.0,Sq-ft,5 to 10 years,"2 BHK, Multistorey Apartment is available for Rent in Suchitra, Hyderabad for 18,000",18000.0,,,17.0,2,,No,No,No,,False,False,Owner,55,Immediately,2026-03-21T11:04:59.000Z,"Mar 21, '26",True,rent
O42zmZAe+dFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-ECIL-in-Hyderabad&id=4d423833323739313333,2026-04-18 14:59:37,17.4787073180695,78.5776413348815,,ECIL,"101, Maheswari Enclave, Mahesh Nagar ECIL Hyderabad 560062","19210|Cherlappali Railway Station, 19202|SaiSudhir Institute of Engineering Technology for Women, 19202|St Theresa School, 19206|Falcon Malls And Galleria, 19206|Sajani Plaza",500062.0,2,Apartment,Unfurnished,1,5.0,East,1000.0,Sq-ft,15 to 20 years,"Multistory apartment is available for rent. It has a covered area of 1000 sq-ft, it is a good location. Please contact for more details.",16000.0,35000.0,2000.0,16.0,2,,No,No,No,,False,False,Owner,69,Immediately,2026-02-05T15:55:49.000Z,"Feb 05, '26",True,rent
H4Piyt4HDkpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1224-Sq-ft-Multistorey-Apartment-FOR-Rent-Boggulkunta-in-Hyderabad&id=4d423833363331343939,2026-04-18 14:59:37,17.391538720612,78.4787202472122,,Boggulkunta,"Hyderabad, Andhra Pradesh",19203|Kamineni Hospital,,2,Apartment,Semi-Furnished,1,5.0,,1224.0,Sq-ft,5 to 10 years,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,22000.0,,,18.0,2,,No,No,No,,False,False,Owner,36,Immediately,2026-03-04T03:15:16.000Z,"Mar 04, '26",True,rent
inmy2pbEzvFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Shaikpet-Main-Road-in-Hyderabad&id=4d423833393033313335,2026-04-18 14:59:37,17.40128622,78.38630691,,Shaikpet Main Road,"8-1-40A3, Flat no 202",,,2,Apartment,Furnished,2,5.0,North,,,5 to 10 years,I want to lend my 1BHK flat for rent for short or long term. It is fully furnished. The flat is in very good condition and well maintained.,14500.0,28000.0,,,1,,Yes,No,Yes,Jogging and Strolling Track,False,False,Owner,91,Immediately,2026-03-22T15:17:55.000Z,"Mar 22, '26",True,rent
GsdtjbK8TdJzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Laxmi-Nagar-Colony-Kothapet-in-Hyderabad&id=4d423833363333333939,2026-04-18 14:59:37,17.37038779,78.54324115,,Laxmi Nagar Colony Kothapet,11-9-233.,,,2,Apartment,Semi-Furnished,3,3.0,East,1000.0,Sq-ft,10 to 15 years,"2 BHK, Multistorey Apartment is available for Rent in Laxmi Nagar Colony Kothapet, Hyderabad for 17,000",17000.0,34000.0,700.0,17.0,2,,No,No,No,,False,False,Owner,69,Immediately,2026-03-04T06:23:31.000Z,"Mar 04, '26",True,rent
G/oXXF5EyllzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Toli-Chowki-in-Hyderabad&id=4d423633303136353933,2026-04-18 14:59:37,17.395899,78.4147641,,Toli Chowki,"Hyderabad, Andhra Pradesh","19210|Shaikpetnala Bus Stop, 19201|Lenscart, 19201|Ratnadeep Super Market Tolichowki, 19202|Wisdom Global School, 19202|Azaan International School, 19203|IB Memorial Hospital, 19203|Srihari, 19206|Rmcl Shopping Centre, 19206|Maphar Mall",,2,Builder Floor Apartment,Unfurnished,1,3.0,,950.0,Sq-ft,,"2 BHK, Builder Floor Apartment is available for Rent in Toli Chowki, Hyderabad for 12,000",12000.0,,,13.0,2,,No,No,No,,False,False,Owner,0,Immediately,2026-02-06T21:33:16.000Z,"Feb 07, '26",True,rent
oj+Vsb6Y5mBzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Prakash-Nagar-in-Hyderabad&id=4d423833323933363839,2026-04-18 14:59:37,17.4414386728034,78.4693197180721,,Prakash Nagar, Prakash Nagar Begumpet,19202|NIIT University,,2,Apartment,Semi-Furnished,2,3.0,North - East,950.0,Sq-ft,Less than 5 years,2bhk for rent in prakash nagar begumpet with 27 7 water and electricity located in a decent colony.,15500.0,0.0,500.0,16.0,2,,No,No,No,Internet/Wi-Fi Connectivity,False,False,Owner,73,Immediately,2026-03-11T22:30:43.000Z,"Mar 12, '26",True,rent
JswOV+whlmFzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Quthbullapur-in-Hyderabad&id=4d423833323935383333,2026-04-18 14:59:37,17.498326,78.4636455,,Quthbullapur,"Hyderabad, Andhra Pradesh","19202|SPS High School, 19202|Aakruthi School, 19203|Swaroop Hospital, 19203|Saijyothi Eye Hospital, 19206|Dhanvi Agri Genetics Private Limited",,2,Apartment,Semi-Furnished,Ground,6.0,,950.0,Sq-ft,,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,25000.0,,,26.0,2,,No,No,No,,False,False,Owner,48,Immediately,2026-02-06T13:32:03.000Z,"Feb 06, '26",True,rent
3WJ0Gbx3KMxzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Rent-Bollaram-in-Hyderabad&id=4d423732303338313037,2026-04-18 14:59:37,17.5578205635528,78.3440655685447,,Bollaram,L-512.,19202|NVR High School,500014.0,2,Apartment,Semi-Furnished,5,5.0,East,850.0,Sq-ft,New Construction,Multistorey apartment is available for rent. It is a good location property. Please contact for more details.,18000.0,35000.0,2500.0,21.0,2,,No,No,No,,False,False,Owner,76,Immediately,2026-02-08T21:31:35.000Z,"Feb 09, '26",True,rent
MwHbm729brpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Krishna-Reddy-Pet-in-Hyderabad&id=4d423737373836343833,2026-04-18 14:59:37,17.5392924084398,78.2888638787714,,Krishna Reddy Pet,"Srihan Sri Srinivas Nivas Flat No 60, 61 Krishna Reddi pet",19203|Kids Care,,2,Apartment,Semi-Furnished,1,5.0,North,1050.0,Sq-ft,New Construction,"2 BHK, Multistorey Apartment is available for Rent in Krishna Reddy Pet, Hyderabad for 15,000",15000.0,,,14.0,2,,No,No,No,,False,False,Owner,32,Immediately,2026-02-23T13:41:28.000Z,"Feb 23, '26",True,rent
eDM4oEhvw/1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Krishna-Reddy-Pet-in-Hyderabad&id=4d423637333935363437,2026-04-18 14:59:37,17.5392924084398,78.2888638787714,,Krishna Reddy Pet,"kistareddypet, Beeramguda",19203|Kids Care,,2,Builder Floor Apartment,Unfurnished,Ground,4.0,West,1200.0,Sq-ft,New Construction,Star Light Enclave flat 201 road side view on Kistareddypet main road near to all shops available for rent.,10000.0,,,8.0,2,1 Covered,No,No,No,,False,False,Owner,73,Immediately,2026-03-22T05:20:52.000Z,"Mar 22, '26",True,rent
7wzfy8MMpAdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Bandari-Layout-in-Hyderabad&id=4d423833363331303637,2026-04-18 14:59:37,17.5202370899534,78.3844889639879,,Prathyusha Suraneni,"Hyderabad, Andhra Pradesh",,,2,Apartment,Semi-Furnished,2,5.0,,,,10 to 15 years,"2 BHK, Multistorey Apartment is available for Rent in Bandari Layout, Hyderabad for 20,000",20000.0,40000.0,1000.0,,2,,No,No,No,,False,False,Owner,31,Immediately,2026-03-03T21:10:14.000Z,"Mar 04, '26",True,rent
rxK2Zi3k/qZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-820-Sq-ft-Multistorey-Apartment-FOR-Rent-Moula-Ali-in-Hyderabad&id=4d423334383736383939,2026-04-18 14:59:37,17.4573369,78.560785,,Moula Ali,"Hyderabad, Andhra Pradesh","19210|Kushaiguda Depot Bus Stop, 19210|ECIL X Road Bus Terminal Bus Stop, 19201|CCPL Mall, 19201|AMR Planet Mall, 19202|Atomic Energy Central School 1, 19202|Atomic Energy Central School, 19203|Motherhood Hospital, 19203|Rishi Hospital Health Unit Moula Ali, 19206|Sri Veena Purified Drinking Water",,2,Apartment,Semi-Furnished,2,4.0,East,820.0,Sq-ft,10 to 15 years,The Home is furnished with Mosaic flooring.,11000.0,,,13.0,2,,No,No,No,,False,False,Owner,45,Immediately,2026-03-03T18:12:58.000Z,"Mar 03, '26",True,rent
h3VwhctCRmRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Rent-Champapet-in-Hyderabad&id=4d423833393032353035,2026-04-18 14:59:37,17.3443693840319,78.5184332475724,,Champapet,"Central Excise Colony, champapet, New Santoshnagar, Santosh Nagar, Hyderabad, Telangana 500059",19201|Venkatadri township Korremulla Road Apollo,,2,Apartment,Unfurnished,1,4.0,,950.0,Sq-ft,New Construction,Newly constructed 2 BHK flat available for rent in a peaceful residential area near Champapet.,20000.0,,,21.0,2,,No,No,No,,False,False,Owner,68,Immediately,2026-03-22T13:37:50.000Z,"Mar 22, '26",True,rent
n/fv7yQGpzNzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-1011-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Peerzadiguda-in-Hyderabad&id=4d423637343739393737,2026-04-18 14:59:37,17.4027678988506,78.6284890189194,,Peerzadiguda,"Hyderabad, Andhra Pradesh","19210|Edulabad Bus Stop, 19201|Aerospace Sepcial Economic Zone, 19201|Ganesh Super Market, 19202|Sacred Heart Convent School, 19202|Nalla Malla Reddy Engineering College, 19203|Abr Multi-Speciality Hospital, 19203|Ankura Hospital, 19206|Siri Shopping Centre, 19206|Maangalya Shopping Mall",,2,Builder Floor Apartment,Unfurnished,1,2.0,,1011.0,Sq-ft,,"2 BHK, Builder Floor Apartment is available for Rent in Peerzadiguda, Hyderabad for 6,500",6500.0,,,6.0,2,,No,No,No,,False,False,Owner,26,Immediately,2026-03-10T21:33:18.000Z,"Mar 11, '26",True,rent
HEJ/p5N59rxzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/2-BHK-80-Sq-yrd-Builder-Floor-Apartment-FOR-Rent-Kukatpally-in-Hyderabad&id=4d423631373130373435,2026-04-18 14:59:37,17.4931599197008,78.4022774070356,,Kukatpally,"Hyderabad, Andhra Pradesh","19210|KPHB Colony Metro Station, 19210|Sanath Nagar Railway Station, 19201|Cyber Pearl, 19201|Cyber Pearl, 19202|New Era High School, 19202|Dr K.k.r's Gowtham Concept School, 19203|Ravi Hospital, 19203|Kavya Nursing Home, 19206|Spar Hypermarket, 19206|Vijetha Super Market",,2,Builder Floor Apartment,Unfurnished,2,4.0,,80.0,Sq-yrd,,"2 BHK, Builder Floor Apartment is available for Rent in Kukatpally, Hyderabad for 16,000",16000.0,,,22.0,2,,No,No,No,,False,False,Owner,0,Immediately,2026-02-17T13:58:01.000Z,"Feb 17, '26",True,rent
